Gname,Site,Loc,Yr,Season,Replicate,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,Yield
Gen2,Site2,Loc1,Year1,DS,R1,2,1,95.69176992,104.1977833,11.86718317,3.401378234,5.568792349,5.772227598,4.322249698,8.351508573
Gen2,Site2,Loc1,Year2,DS,R1,2,1,90.04683295,109.9494879,12.1443806,5.621867189,5.616691485,3.847739193,4.969024949,7.771351413
Gen2,Site2,Loc1,Year1,WS,R1,2,1,101.2731437,100.2435186,12.01909102,4.485991088,4.840287913,5.035556334,4.314594203,6.79862835
Gen2,Site2,Loc1,Year2,WS,R1,2,1,106.7184685,86.38254632,13.12678124,7.382173898,4.44259759,6.120643183,4.895197605,8.977215449
Gen2,Site2,Loc1,Year1,DS,R2,2,1,90.76411919,117.6303044,13.72489645,5.542624295,4.959768605,5.55108382,6.052604352,8.315895321
Gen2,Site2,Loc1,Year2,DS,R2,2,1,102.1223438,103.5191142,13.10398944,4.831219678,6.038484612,3.427916669,7.0209824,8.332054036
Gen2,Site2,Loc1,Year1,WS,R2,2,1,81.33284436,115.3333578,11.9575937,5.649752704,4.106080667,4.731146821,6.125913294,7.829905974
Gen2,Site2,Loc1,Year2,WS,R2,2,1,101.7619672,91.78321075,11.2999038,4.043092132,4.465435341,5.331739058,4.514220076,8.367683891
Gen2,Site2,Loc1,Year1,DS,R3,2,1,101.6057311,117.6910892,11.79998063,5.269469895,5.476962455,3.863217139,7.562739436,9.025235038
Gen2,Site2,Loc1,Year2,DS,R3,2,1,102.3650317,105.424922,11.71724193,7.444945841,6.049806765,5.266412667,5.411031847,8.752663536
Gen2,Site2,Loc1,Year1,WS,R3,2,1,89.19344809,76.31891086,11.914016,5.495814116,4.739084437,4.388028585,4.977345279,10.8503173
Gen2,Site2,Loc1,Year2,WS,R3,2,1,117.871776,105.8104152,11.18431329,7.281687847,5.028170243,5.533358572,4.116987739,10.56362505
Gen20,Site2,Loc1,Year1,DS,R1,20,1,92.14333102,107.1576897,12.24962846,4.026640625,5.962212635,3.540845918,4.040726309,9.401318292
Gen20,Site2,Loc1,Year2,DS,R1,20,1,89.48859487,104.1149796,12.77490195,4.655268976,5.08629453,6.756057188,6.762840065,6.714168415
Gen20,Site2,Loc1,Year1,WS,R1,20,1,84.24837702,105.5980854,10.8080601,6.934577318,3.844133131,6.469094143,4.507891292,8.214077651
Gen20,Site2,Loc1,Year2,WS,R1,20,1,96.3486903,99.79605457,13.71224296,4.908104228,5.148718972,4.138856911,6.751884426,8.26388488
Gen20,Site2,Loc1,Year1,DS,R2,20,1,106.1477563,89.46714635,11.95650113,5.759396355,4.270789965,6.019484514,5.057754287,8.911737183
Gen20,Site2,Loc1,Year2,DS,R2,20,1,92.24965947,108.2661985,11.80131981,5.150946024,4.055314239,4.824271959,4.420493513,8.725062352
Gen20,Site2,Loc1,Year1,WS,R2,20,1,106.502549,109.7541578,12.39935509,4.679746945,3.698547383,5.232540868,3.851647067,5.858379531
Gen20,Site2,Loc1,Year2,WS,R2,20,1,100.9323844,104.2686017,13.51614676,5.382278052,6.126581629,5.147128877,6.029756253,9.168546661
Gen20,Site2,Loc1,Year1,DS,R3,20,1,92.94025016,109.2612657,13.11588065,5.445084938,5.451934248,5.061959319,5.086666171,8.47946991
Gen20,Site2,Loc1,Year2,DS,R3,20,1,103.1364824,109.7940715,13.31072552,6.156278007,5.684162628,5.606517975,5.300233025,8.893912107
Gen20,Site2,Loc1,Year1,WS,R3,20,1,93.70881969,88.54339948,13.25737549,4.922292908,3.916057966,4.810291051,4.946321387,9.301819579
Gen20,Site2,Loc1,Year2,WS,R3,20,1,94.25533322,100.3574512,11.62966808,4.777579146,3.49990745,5.656085126,4.690387007,7.980355213
Gen200,Site2,Loc1,Year1,DS,R1,20,10,109.3218806,109.1925361,11.5730905,3.420360467,4.293961669,4.152706117,5.641429805,9.997528282
Gen200,Site2,Loc1,Year2,DS,R1,20,10,85.20402109,103.2022283,13.47126157,5.801890115,4.056735658,4.934964756,4.312903266,7.389897665
Gen200,Site2,Loc1,Year1,WS,R1,20,10,105.2152893,122.1211,11.7146464,4.626228084,3.112442367,5.496242767,4.587714551,9.15082195
Gen200,Site2,Loc1,Year2,WS,R1,20,10,83.9662137,106.3512616,12.1783502,5.46126187,5.388672005,6.983767082,4.78068772,8.000299086
Gen200,Site2,Loc1,Year1,DS,R2,20,10,101.872597,107.4672737,9.896143046,5.2542917,6.17067932,5.921015798,5.872843727,8.859180858
Gen200,Site2,Loc1,Year2,DS,R2,20,10,112.7005466,88.87520722,10.84013165,2.597646813,5.077518451,6.910685559,5.665961385,8.026167442
Gen200,Site2,Loc1,Year1,WS,R2,20,10,102.9010634,106.5138395,12.08907782,4.592361295,3.365320272,6.73677252,5.540184432,7.856526243
Gen200,Site2,Loc1,Year2,WS,R2,20,10,94.85081643,103.2442133,12.19637862,3.578703156,3.883223713,5.855227078,3.89650438,9.56945848
Gen200,Site2,Loc1,Year1,DS,R3,20,10,102.1217419,107.3862847,12.13858855,2.726035894,6.486977965,4.951636557,4.580668624,7.364092592
Gen200,Site2,Loc1,Year2,DS,R3,20,10,93.59353732,104.1881044,10.98028707,4.793385522,6.490829618,4.502414289,4.260154798,10.18990475
Gen200,Site2,Loc1,Year1,WS,R3,20,10,86.6724966,98.60666794,12.39446321,5.952920926,4.700645992,5.369355884,3.762131361,5.751535977
Gen200,Site2,Loc1,Year2,WS,R3,20,10,121.3389641,93.34653335,11.65785841,4.90089764,5.70529564,5.066711093,4.46221716,7.813545797
Gen21,Site2,Loc1,Year1,DS,R1,1,2,94.84485332,106.6219831,10.83440227,3.569655753,3.456162002,4.616256693,5.421940678,8.92648119
Gen21,Site2,Loc1,Year2,DS,R1,1,2,106.9499989,104.2980871,12.30213969,6.75584738,4.005404109,3.710457003,6.963154747,7.068250181
Gen21,Site2,Loc1,Year1,WS,R1,1,2,98.43403854,98.64238446,12.82412492,5.665145597,6.485701953,4.245591268,3.908911421,8.733528586
Gen21,Site2,Loc1,Year2,WS,R1,1,2,111.4975857,109.5062165,11.69541115,7.436801436,4.826657199,4.914800855,6.510427491,7.099186078
Gen21,Site2,Loc1,Year1,DS,R2,1,2,110.6012089,98.22722635,14.70461378,4.10066971,4.876572736,4.428016402,3.937621558,9.453754054
Gen21,Site2,Loc1,Year2,DS,R2,1,2,108.557564,106.3265137,11.58693005,3.974823602,6.496818875,5.011376774,6.020816453,8.120829813
Gen21,Site2,Loc1,Year1,WS,R2,1,2,95.67474546,98.96061211,12.03607973,3.228268946,4.030140899,4.485993192,5.734626888,8.08246383
Gen21,Site2,Loc1,Year2,WS,R2,1,2,112.2434824,108.4857635,11.60601205,3.723350422,5.972197112,5.054840005,6.220233917,8.043528438
Gen21,Site2,Loc1,Year1,DS,R3,1,2,115.1028255,93.85776828,13.31048007,4.650422847,3.84933702,5.565953319,6.107281801,6.679377641
Gen21,Site2,Loc1,Year2,DS,R3,1,2,106.7898925,97.22394574,12.47433472,3.921613845,3.272531042,5.722939125,4.285539125,7.484103273
Gen21,Site2,Loc1,Year1,WS,R3,1,2,91.36103125,111.2061642,13.79494883,5.115720781,5.24153057,3.384380291,4.482588814,6.872914902
Gen21,Site2,Loc1,Year2,WS,R3,1,2,105.2059024,106.6572617,11.46956039,3.390630854,5.333969116,4.025545356,5.522973803,7.286334915
Gen22,Site2,Loc1,Year1,DS,R1,2,2,104.9482276,109.5761473,10.99536412,7.429832166,6.221839046,5.760160875,4.701219056,8.412477432
Gen22,Site2,Loc1,Year2,DS,R1,2,2,91.44165173,86.7094152,11.48406922,5.196206987,4.358338506,3.898804885,2.841699305,8.928654014
Gen22,Site2,Loc1,Year1,WS,R1,2,2,80.52303672,108.2269924,10.92416508,5.654477681,4.745159973,5.208892658,5.030572312,9.028745109
Gen22,Site2,Loc1,Year2,WS,R1,2,2,106.3466356,116.9732954,12.47363876,3.698373043,4.046443819,3.36472141,3.795062867,7.565715372
Gen22,Site2,Loc1,Year1,DS,R2,2,2,106.1926111,92.85132462,11.78830038,3.511988956,4.756127724,4.15903982,4.487676282,8.286493299
Gen22,Site2,Loc1,Year2,DS,R2,2,2,114.4756118,88.87012625,13.16575757,4.886974488,7.04652416,4.84893809,5.537415473,9.364655913
Gen22,Site2,Loc1,Year1,WS,R2,2,2,84.87879345,104.0543961,12.52486,5.554856665,5.558907465,5.093423348,4.071440263,7.506496132
Gen22,Site2,Loc1,Year2,WS,R2,2,2,95.27977817,108.76503,12.08103001,6.078852065,4.010852028,6.279164653,4.738626657,7.192918989
Gen22,Site2,Loc1,Year1,DS,R3,2,2,101.1780818,94.84631279,11.97694373,3.313929642,3.893468599,4.550860823,4.880068701,8.931543071
Gen22,Site2,Loc1,Year2,DS,R3,2,2,118.651907,93.13144473,11.64593506,5.782309049,4.424263419,5.774203918,4.815175852,7.146891221
Gen22,Site2,Loc1,Year1,WS,R3,2,2,88.49054201,85.80296618,13.28693166,5.304771199,3.628825331,5.726364371,5.067955424,8.727548887
Gen22,Site2,Loc1,Year2,WS,R3,2,2,97.11460652,92.10831787,11.29595249,4.46964272,7.067991578,5.330145104,4.315808525,9.180089637
Gen23,Site2,Loc1,Year1,DS,R1,3,2,103.3450543,105.8038665,10.55339756,4.028369599,5.659575957,5.172541241,4.544489635,6.530436158
Gen23,Site2,Loc1,Year2,DS,R1,3,2,89.76812977,80.05939707,12.06945135,3.803294517,4.450051901,6.106463418,4.490327993,6.819817601
Gen23,Site2,Loc1,Year1,WS,R1,3,2,101.9494619,130.6662139,12.86382755,5.185632805,5.06580457,4.386742867,4.949289213,6.995123277
Gen23,Site2,Loc1,Year2,WS,R1,3,2,107.0355465,102.7788111,11.47837089,4.427283661,4.852122437,4.349199703,4.577246105,8.473430885
Gen23,Site2,Loc1,Year1,DS,R2,3,2,89.71612899,98.36008072,12.17546716,5.916125004,4.667378717,4.130592066,5.365489638,8.741071619
Gen23,Site2,Loc1,Year2,DS,R2,3,2,85.71832476,85.49952886,12.38932658,4.535207905,5.788364404,3.743668564,3.887234829,6.025271788
Gen23,Site2,Loc1,Year1,WS,R2,3,2,91.12099863,116.3747495,12.6226213,5.599016308,4.304083312,2.540364229,5.885987676,9.53674676
Gen23,Site2,Loc1,Year2,WS,R2,3,2,110.1845508,107.6567791,10.01950476,4.651765279,3.628900555,4.382289007,4.532395433,6.183421783
Gen23,Site2,Loc1,Year1,DS,R3,3,2,115.9824544,94.92681632,12.1923146,3.209409961,5.016730099,6.212618349,3.365231524,9.336209143
Gen23,Site2,Loc1,Year2,DS,R3,3,2,87.83574841,95.29313572,10.52573263,3.999038419,5.650395959,3.689063605,5.252778849,9.745855201
Gen23,Site2,Loc1,Year1,WS,R3,3,2,102.9408559,94.13856426,13.0801152,3.266904924,5.370766986,5.866295724,5.251262486,6.908895871
Gen23,Site2,Loc1,Year2,WS,R3,3,2,96.74407133,111.359164,12.97201613,5.195639557,4.117205995,3.951817486,5.377727163,8.152311098
Gen24,Site2,Loc1,Year1,DS,R1,4,2,76.06126449,102.9134527,11.49397274,3.281149417,4.334430998,6.241821256,5.056209943,8.094519319
Gen24,Site2,Loc1,Year2,DS,R1,4,2,73.90041703,92.14648564,12.61761398,4.613278253,3.831198262,3.432283735,4.410611025,5.962831175
Gen24,Site2,Loc1,Year1,WS,R1,4,2,114.9637212,94.58169352,10.51158734,4.560746182,4.615610966,4.830268636,6.401640506,8.861400902
Gen24,Site2,Loc1,Year2,WS,R1,4,2,92.3964298,90.86966934,13.93527851,4.492544875,5.495998952,6.274722598,6.157990875,6.990183167
Gen24,Site2,Loc1,Year1,DS,R2,4,2,98.91216972,81.83660157,11.12655374,4.502828605,4.657167675,4.281008671,5.307998739,6.753131142
Gen24,Site2,Loc1,Year2,DS,R2,4,2,80.9498781,93.99454449,11.27229413,6.020685527,5.254919821,4.601014868,5.156354972,8.389034496
Gen24,Site2,Loc1,Year1,WS,R2,4,2,85.59207206,103.3059459,11.72783856,5.784201259,3.815559453,3.174890399,2.465575282,8.572398512
Gen24,Site2,Loc1,Year2,WS,R2,4,2,98.26814845,115.9527996,12.55521792,5.657588235,5.787703119,3.954592203,4.26819393,7.47692301
Gen24,Site2,Loc1,Year1,DS,R3,4,2,103.2501979,93.71869364,12.67518885,4.026764241,4.63774622,4.398560036,4.18743479,7.054322184
Gen24,Site2,Loc1,Year2,DS,R3,4,2,98.50614526,72.16193242,11.87446425,6.243759903,4.765358582,3.054238664,6.180055444,8.442514583
Gen24,Site2,Loc1,Year1,WS,R3,4,2,95.19890301,90.80593767,10.75276491,4.640432227,5.160352791,5.315870183,6.167015222,7.764940431
Gen24,Site2,Loc1,Year2,WS,R3,4,2,100.7254875,97.60396876,11.69342455,3.362442315,4.135195526,4.825283693,5.009044824,6.221103781
Gen25,Site2,Loc1,Year1,DS,R1,5,2,112.0249004,94.41835084,11.17436965,6.819803928,3.782237692,4.058659113,5.407476038,5.913740587
Gen25,Site2,Loc1,Year2,DS,R1,5,2,98.50250693,83.06301201,11.26299272,4.687319741,4.623692168,4.483363551,4.941463809,9.102685498
Gen25,Site2,Loc1,Year1,WS,R1,5,2,102.2302843,100.8100132,11.30310287,4.40372191,5.170102322,3.203675933,5.819630051,7.212407689
Gen25,Site2,Loc1,Year2,WS,R1,5,2,116.9174891,102.3828602,10.99091782,5.315442339,5.399297148,5.519027594,3.396328305,8.230461349
Gen25,Site2,Loc1,Year1,DS,R2,5,2,102.1786394,108.2200397,13.0805812,5.075419816,3.125157069,5.217321872,3.647552179,7.35829053
Gen25,Site2,Loc1,Year2,DS,R2,5,2,101.1890974,108.8838386,10.24590322,4.734064914,5.502146979,4.861007436,6.086549147,7.904785118
Gen25,Site2,Loc1,Year1,WS,R2,5,2,104.5919685,91.14459335,11.50091209,5.253529552,4.105754306,6.751398847,5.483557395,8.104312874
Gen25,Site2,Loc1,Year2,WS,R2,5,2,75.25872229,117.1770363,11.23056772,4.618991323,3.678032151,3.666762045,5.590026036,7.952837969
Gen25,Site2,Loc1,Year1,DS,R3,5,2,92.76862625,102.2248001,12.69186613,4.847061433,4.600104005,4.120224205,4.375314069,9.510568505
Gen25,Site2,Loc1,Year2,DS,R3,5,2,120.665363,93.03182769,12.67045511,4.71546934,4.979350016,4.688876006,6.531406439,6.281580562
Gen25,Site2,Loc1,Year1,WS,R3,5,2,104.4209052,95.48082045,11.87310451,4.789861441,5.003046132,4.38275876,4.839611313,7.529337131
Gen25,Site2,Loc1,Year2,WS,R3,5,2,113.5651855,113.7116603,11.71372221,3.897609434,4.70390466,4.256509206,5.100612136,8.365639545
Gen26,Site2,Loc1,Year1,DS,R1,6,2,95.75070716,99.18957774,10.93426471,7.770062478,5.354123857,5.495021661,3.001380193,9.403835937
Gen26,Site2,Loc1,Year2,DS,R1,6,2,84.53151626,101.0977075,12.51349942,4.607341327,4.573130835,5.292801399,4.42374592,5.596170895
Gen26,Site2,Loc1,Year1,WS,R1,6,2,96.08764721,99.60992754,12.31250084,5.46928213,4.478440486,6.100274941,5.179401708,8.793331888
Gen26,Site2,Loc1,Year2,WS,R1,6,2,100.9186737,96.94928021,12.84495226,4.200731261,4.416450193,4.800344911,5.52178762,8.456387496
Gen26,Site2,Loc1,Year1,DS,R2,6,2,109.3685997,106.7380343,12.30566738,4.903924852,2.345859818,4.637291287,6.809082789,7.421514367
Gen26,Site2,Loc1,Year2,DS,R2,6,2,106.0837853,77.22860197,13.21698595,2.516314615,6.146812192,5.927770593,2.925318021,8.361962773
Gen26,Site2,Loc1,Year1,WS,R2,6,2,102.6515363,99.31046433,12.29875378,6.188328093,6.038516572,4.331986143,6.506382016,7.768163728
Gen26,Site2,Loc1,Year2,WS,R2,6,2,85.57028639,100.5279285,12.97282416,2.630955867,7.034483755,5.776790012,6.88682213,8.933144531
Gen26,Site2,Loc1,Year1,DS,R3,6,2,113.9342106,90.41947855,12.15998287,5.109835984,4.933603147,5.533462027,3.929544447,8.138476742
Gen26,Site2,Loc1,Year2,DS,R3,6,2,92.23227887,90.53397675,11.49884396,4.404807735,4.254591514,4.414938438,4.645987629,7.956020939
Gen26,Site2,Loc1,Year1,WS,R3,6,2,95.97138738,107.1439956,14.40918373,4.172176552,5.011301469,4.543082128,5.239720247,8.095095127
Gen26,Site2,Loc1,Year2,WS,R3,6,2,97.3151726,83.48672831,12.33910262,5.276007971,4.67784798,5.867759616,4.169612212,6.971803489
Gen27,Site2,Loc1,Year1,DS,R1,7,2,94.91201851,109.0383361,11.86730737,5.409021635,4.800187619,4.686682283,5.989426396,7.391925792
Gen27,Site2,Loc1,Year2,DS,R1,7,2,100.0537682,91.0716753,11.74185498,4.776868622,5.33373197,3.78226312,5.583314904,7.867927581
Gen27,Site2,Loc1,Year1,WS,R1,7,2,104.6984798,125.7797351,13.92781112,4.788495186,6.142280722,5.611537375,5.374633069,6.008278891
Gen27,Site2,Loc1,Year2,WS,R1,7,2,107.4789517,103.6292591,11.27066654,3.991130501,5.816922955,7.235306557,4.43507809,8.697197341
Gen27,Site2,Loc1,Year1,DS,R2,7,2,103.0875863,109.9425509,12.62160454,4.965960839,4.5876106,5.248721213,4.536225383,8.432439324
Gen27,Site2,Loc1,Year2,DS,R2,7,2,93.19578807,92.86282312,10.02033428,6.04688061,3.880036955,5.98069197,5.062975659,8.28435817
Gen27,Site2,Loc1,Year1,WS,R2,7,2,108.6763537,98.04439355,10.79397,4.47954162,4.750088788,4.451375035,6.131371947,7.342575018
Gen27,Site2,Loc1,Year2,WS,R2,7,2,86.100195,105.2172104,12.83561314,4.827424205,5.071605521,4.698433056,5.203062391,7.541996022
Gen27,Site2,Loc1,Year1,DS,R3,7,2,101.3303717,96.54746569,14.68361862,4.94441289,4.386988909,4.493077216,5.461928982,7.773873048
Gen27,Site2,Loc1,Year2,DS,R3,7,2,103.273679,97.83366213,12.72643226,6.48181884,5.438470051,4.304561412,4.039785917,9.377932248
Gen27,Site2,Loc1,Year1,WS,R3,7,2,89.53215508,101.7721713,13.55049186,5.801456379,5.278199803,5.913662226,5.30223576,8.211620715
Gen27,Site2,Loc1,Year2,WS,R3,7,2,103.087214,81.58207441,12.52375513,4.650160328,4.610248899,3.645460839,5.258730073,7.882897988
Gen28,Site2,Loc1,Year1,DS,R1,8,2,82.72282925,118.2518172,11.08164471,5.105283988,4.944652843,4.871593493,5.07842249,8.448156154
Gen28,Site2,Loc1,Year2,DS,R1,8,2,114.3569776,100.970277,12.06953783,4.880768664,5.12501992,4.918997443,3.301088487,5.889828234
Gen28,Site2,Loc1,Year1,WS,R1,8,2,106.1886291,90.1761189,13.27525665,3.304635841,6.382029748,4.580730667,4.412644692,7.565303122
Gen28,Site2,Loc1,Year2,WS,R1,8,2,105.4904772,80.63131301,13.9441892,4.842038797,5.259814027,5.547570361,4.206197205,6.777003466
Gen28,Site2,Loc1,Year1,DS,R2,8,2,95.9504788,99.16517255,12.80174635,4.405325489,4.790105983,4.201649811,3.541665488,5.587828921
Gen28,Site2,Loc1,Year2,DS,R2,8,2,108.5866746,109.5016095,12.4073488,4.884498633,6.03524597,5.697213372,4.913586487,8.4154418
Gen28,Site2,Loc1,Year1,WS,R2,8,2,88.38874643,98.76142605,12.40367331,6.326288825,4.360982999,5.149815344,4.93994473,10.85650843
Gen28,Site2,Loc1,Year2,WS,R2,8,2,119.9935214,94.72218776,12.43395424,4.613181844,4.457430181,4.046162004,6.044954313,7.662894626
Gen28,Site2,Loc1,Year1,DS,R3,8,2,106.9824715,86.86931142,12.39118204,5.338588012,2.084322562,4.828602872,5.151353561,6.308737123
Gen28,Site2,Loc1,Year2,DS,R3,8,2,109.8110065,106.5642196,12.68676999,5.92997296,6.761304289,4.915451196,6.126658733,6.582898021
Gen28,Site2,Loc1,Year1,WS,R3,8,2,94.69000331,104.1958838,13.56545615,5.202402578,3.364271703,4.422176132,5.034813797,7.106597066
Gen28,Site2,Loc1,Year2,WS,R3,8,2,89.50268916,98.10180861,12.01931474,4.745190271,5.913454,3.305800673,4.670449206,8.307315072
Gen29,Site2,Loc1,Year1,DS,R1,9,2,85.9280427,91.60496625,10.9544316,4.33302885,5.88113467,4.478064946,3.829824443,8.424721962
Gen29,Site2,Loc1,Year2,DS,R1,9,2,101.2937546,87.22364468,12.78787052,3.816723317,4.505452687,3.740846869,5.896016966,8.675745163
Gen29,Site2,Loc1,Year1,WS,R1,9,2,92.19290793,90.56876151,11.19945192,5.265498164,4.305183868,5.271083369,5.445457656,6.511104494
Gen29,Site2,Loc1,Year2,WS,R1,9,2,85.70471727,101.9402526,11.16650903,4.313125364,5.515610236,4.699590705,5.489390634,8.956769929
Gen29,Site2,Loc1,Year1,DS,R2,9,2,104.9720886,99.30738099,11.64958062,4.546019652,4.079374507,5.421976126,4.145869059,8.685217525
Gen29,Site2,Loc1,Year2,DS,R2,9,2,86.3802701,99.18586355,12.18173126,6.208766886,5.382880101,3.503591252,5.756122692,7.501849415
Gen29,Site2,Loc1,Year1,WS,R2,9,2,116.9141357,78.68319402,10.00737742,4.776085012,3.765121268,5.144858689,4.509565716,8.625933786
Gen29,Site2,Loc1,Year2,WS,R2,9,2,89.88300539,87.81669819,12.80069254,4.124364307,6.08438735,4.110421858,4.320312766,8.897338325
Gen29,Site2,Loc1,Year1,DS,R3,9,2,117.2559741,120.0624192,11.3356994,4.897546091,4.406045156,3.578266471,3.907423156,6.285211562
Gen29,Site2,Loc1,Year2,DS,R3,9,2,95.58584851,91.8537367,12.22054482,4.332867591,3.312088518,3.755500697,4.497825337,9.123869458
Gen29,Site2,Loc1,Year1,WS,R3,9,2,80.72410266,112.3685579,11.84009395,4.961394744,4.527375929,3.780433415,5.80725237,8.239745133
Gen29,Site2,Loc1,Year2,WS,R3,9,2,68.44188654,103.1889732,11.60018705,4.784840346,6.424980885,5.921293491,4.729827232,6.901838793
Gen3,Site2,Loc1,Year1,DS,R1,3,1,105.4987036,117.973554,13.42786801,3.871221094,2.999798724,5.580002913,5.213866063,7.407064838
Gen3,Site2,Loc1,Year2,DS,R1,3,1,86.25417998,100.8368086,12.91180486,6.55727501,4.874649331,6.769645494,5.182283548,7.81469551
Gen3,Site2,Loc1,Year1,WS,R1,3,1,93.67149974,102.1684583,13.78299633,4.379333156,4.217595251,5.494331423,4.992087714,9.480041644
Gen3,Site2,Loc1,Year2,WS,R1,3,1,104.1552414,106.0008375,13.12991473,5.239035467,5.211759444,5.052533483,5.444293552,5.99359213
Gen3,Site2,Loc1,Year1,DS,R2,3,1,91.68349036,92.3186725,12.42936923,5.812666358,3.855911967,5.120798616,4.356901596,9.737698144
Gen3,Site2,Loc1,Year2,DS,R2,3,1,107.4514284,104.0752631,11.68848445,4.098245301,5.919540843,6.170273636,5.258852452,7.804378274
Gen3,Site2,Loc1,Year1,WS,R2,3,1,103.2403684,108.3375607,12.32811696,4.75941074,6.120965179,3.260413225,6.188482706,8.697306004
Gen3,Site2,Loc1,Year2,WS,R2,3,1,86.14416501,105.8172339,10.95708539,3.125304266,6.001981011,3.938889648,4.880787102,8.037138572
Gen3,Site2,Loc1,Year1,DS,R3,3,1,108.1784123,107.4436791,12.70792227,3.498171368,3.538338831,4.457274535,4.860511926,8.856621162
Gen3,Site2,Loc1,Year2,DS,R3,3,1,105.4239612,106.0281078,10.65315,3.427256659,4.421944767,5.734880311,5.99222943,6.796249451
Gen3,Site2,Loc1,Year1,WS,R3,3,1,112.1630213,95.01712072,11.63354381,5.091519028,4.129524269,6.140180022,3.560442612,8.159016822
Gen3,Site2,Loc1,Year2,WS,R3,3,1,114.1378602,88.22983069,9.980717034,3.862754183,6.050380232,5.626479771,6.453326679,6.700257809
Gen30,Site2,Loc1,Year1,DS,R1,10,2,90.89666575,90.02690144,13.03905194,5.290039607,6.910211424,5.262876719,5.0200832,6.936606867
Gen30,Site2,Loc1,Year2,DS,R1,10,2,83.91071242,98.33348749,12.50181186,4.380163688,5.060186662,4.926677151,7.099994358,7.178412568
Gen30,Site2,Loc1,Year1,WS,R1,10,2,107.2116722,99.89725374,11.77134712,2.248903653,4.226844624,4.004287598,4.201586321,7.338619544
Gen30,Site2,Loc1,Year2,WS,R1,10,2,103.4206124,108.6171988,12.96600113,4.005946621,4.907535792,6.053244947,5.523187809,7.495078773
Gen30,Site2,Loc1,Year1,DS,R2,10,2,103.1343336,99.56552924,11.63554165,5.469123928,4.206436243,5.594054374,5.248268711,9.443990297
Gen30,Site2,Loc1,Year2,DS,R2,10,2,86.84883808,102.2282607,12.51985785,4.329965487,4.111509638,4.484679414,4.546076851,9.310374859
Gen30,Site2,Loc1,Year1,WS,R2,10,2,102.4441341,105.3382408,12.05370195,4.545148567,4.692603761,6.235245819,5.831141494,6.411022629
Gen30,Site2,Loc1,Year2,WS,R2,10,2,111.9216979,92.07463881,10.80978528,5.995257001,6.205870181,4.773034878,3.974234926,8.134031154
Gen30,Site2,Loc1,Year1,DS,R3,10,2,93.13638741,84.81663887,11.79743776,5.50959798,4.817513881,5.78531317,5.749093255,9.451398064
Gen30,Site2,Loc1,Year2,DS,R3,10,2,110.5250723,119.329313,12.37473902,5.745764064,2.868975995,5.284978459,5.196737182,7.484119267
Gen30,Site2,Loc1,Year1,WS,R3,10,2,98.38314318,121.9279009,12.18013077,4.63877546,6.838465022,5.966417063,3.722150724,9.418814813
Gen30,Site2,Loc1,Year2,WS,R3,10,2,103.0546125,93.36873176,12.20871675,6.010924794,5.034921367,5.780901358,6.862302671,7.690159696
Gen31,Site2,Loc1,Year1,DS,R1,11,2,93.9158177,99.33848523,11.10785394,5.353644828,5.276477092,3.56454444,5.536073581,6.776249612
Gen31,Site2,Loc1,Year2,DS,R1,11,2,98.87857564,95.41956638,13.60109319,4.624124669,5.534315399,5.672312937,4.726139571,8.841885404
Gen31,Site2,Loc1,Year1,WS,R1,11,2,103.3083498,102.8256399,13.01164539,4.141157493,6.545450209,6.257929836,5.234076951,7.953831877
Gen31,Site2,Loc1,Year2,WS,R1,11,2,95.18997685,91.82947164,11.51290375,5.165774794,4.774151918,5.221651214,5.533565035,6.255777068
Gen31,Site2,Loc1,Year1,DS,R2,11,2,106.4043643,101.3321472,12.64635723,5.703877822,5.103129507,3.824461172,1.981085098,9.12577377
Gen31,Site2,Loc1,Year2,DS,R2,11,2,115.7960553,116.0449002,12.61000967,4.431863225,6.727644902,4.076851512,7.24093763,9.496353476
Gen31,Site2,Loc1,Year1,WS,R2,11,2,87.57715987,102.8427844,13.10931088,2.878971893,6.200601988,4.968284349,4.100557145,8.460974027
Gen31,Site2,Loc1,Year2,WS,R2,11,2,110.900885,85.22331583,12.47617081,6.183064755,2.890703814,4.838092771,6.553242746,6.492284517
Gen31,Site2,Loc1,Year1,DS,R3,11,2,102.8661482,95.52841296,12.38753805,4.060140343,3.840435385,4.123980026,5.702256842,8.529077446
Gen31,Site2,Loc1,Year2,DS,R3,11,2,102.1113679,99.72553546,12.53801271,4.422546959,6.40868311,6.103076119,5.505522822,7.668594468
Gen31,Site2,Loc1,Year1,WS,R3,11,2,114.9841571,93.22864625,12.41229751,4.30992535,4.912656922,4.091118352,4.296622399,7.491186774
Gen31,Site2,Loc1,Year2,WS,R3,11,2,90.17045425,122.7421268,12.65936682,3.923434364,4.656842389,5.474749945,4.377213906,7.972100509
Gen32,Site2,Loc1,Year1,DS,R1,12,2,110.9829002,101.4863309,12.95238976,5.380328904,5.049872241,5.213015338,5.266716095,8.91964532
Gen32,Site2,Loc1,Year2,DS,R1,12,2,103.4685531,107.0529328,11.35520415,5.754272861,4.315255605,5.4250261,3.324634865,8.171300607
Gen32,Site2,Loc1,Year1,WS,R1,12,2,91.61427749,102.5624857,12.41635097,5.670050875,4.441580606,6.27056031,4.668974296,9.244087467
