Gname,Site,Year,Season,Rep,Location,PH,Country,AMY,DTF,DTH,FTP,YLD
Salt196,RTRPRStn,2011,DS,R1,Nueva Ecija,102.7305198012,14.1306344015,6.4386770745,5.5650224412,3.8602926451,4.6084314744,10.7975080163
Salt197,RTRPRStn,2011,DS,R1,Nueva Ecija,95.4309886674,11.7394180391,4.3103437217,5.0215934,5.1799136915,6.0941448957,7.9225189386
Salt198,RTRPRStn,2011,DS,R1,Nueva Ecija,82.2026013994,11.8760079219,4.1207307512,5.218252345,5.8266968154,5.2926795221,7.6404266153
Salt199,RTRPRStn,2011,DS,R1,Nueva Ecija,93.0667909511,12.265303605,3.9700521066,6.4080614162,4.2932466326,3.7795082631,7.5583431602
Salt200,RTRPRStn,2011,DS,R1,Nueva Ecija,86.0701932325,10.3667228252,6.4300955231,6.6650428319,5.988718135,5.9985157831,7.5166666956
Salt001,IRRI,2011,WS,R1,Los Banos,97.5771812778,12.3515671498,4.684009905,5.8199849805,3.9809794213,4.0343017298,8.1475915171
Salt002,IRRI,2011,WS,R1,Los Banos,109.7339396671,12.1469099703,6.7853362188,3.9266400196,5.2078595924,5.6869726239,8.2921305134
Salt003,IRRI,2011,WS,R1,Los Banos,117.1341582144,13.8451170845,4.214271161,6.4664717193,6.3670922826,4.532352115,5.7540727469
Salt004,IRRI,2011,WS,R1,Los Banos,114.8609400783,11.6396004042,5.0525962024,4.2074910449,3.1679545225,4.4755681664,7.6580223592
Salt005,IRRI,2011,WS,R1,Los Banos,92.4696222807,12.7994114492,5.1647512399,4.5852618426,4.4320285613,7.0388402922,7.7056837575
Salt006,IRRI,2011,WS,R1,Los Banos,89.2161670117,11.4170375769,6.0612210768,5.7778069757,4.7463253186,6.038948425,6.4668914004
Salt007,IRRI,2011,WS,R1,Los Banos,100.2557187603,12.6535045101,3.5254644602,5.3163822473,4.0610756208,4.5109069923,7.2132963173
Salt008,IRRI,2011,WS,R1,Los Banos,92.3520174377,11.4650018383,4.9761332008,5.062699503,4.6159017823,4.0731983968,7.0319040945
Salt009,IRRI,2011,WS,R1,Los Banos,103.789264096,12.670019429,5.4496011925,5.4582503149,5.7867438435,6.1031009918,6.4774430128
Salt010,IRRI,2011,WS,R1,Los Banos,110.0239169387,11.3382102782,6.788779555,4.2866212675,4.4341590167,3.0582952499,8.2269858517
Salt011,IRRI,2011,WS,R1,Los Banos,98.61696843,12.6295443376,4.3222898083,5.8742456847,4.0163483951,4.9969993265,8.1337717387
Salt012,IRRI,2011,WS,R1,Los Banos,96.5821729858,11.3104224754,4.2709693358,4.6203059604,6.1366696098,5.2639573455,8.2574694856
Salt013,IRRI,2011,WS,R1,Los Banos,112.5923778774,12.0208296281,4.9836529472,4.6552111129,7.7903322964,4.1047506785,7.0912925375
Salt014,IRRI,2011,WS,R1,Los Banos,102.2642426669,12.7470229516,4.1857110538,5.1785948477,3.3266386082,4.3615234784,8.8313680535
Salt015,IRRI,2011,WS,R1,Los Banos,110.0126183498,13.8542723334,3.5219052076,5.3573507201,6.1578583424,5.5446059418,7.9606515007
Salt016,IRRI,2011,WS,R1,Los Banos,77.5276379066,11.6956005557,6.1561853309,4.1317735601,3.5788583543,5.7345538002,7.757254393
Salt017,IRRI,2011,WS,R1,Los Banos,114.874294388,11.401727436,5.0039630974,4.3031508413,3.5795867982,2.7321786537,9.2198157668
Salt018,IRRI,2011,WS,R1,Los Banos,95.7051141054,11.2974745665,4.802850436,3.5451876143,5.345927746,5.7486269309,8.23215873
Salt019,IRRI,2011,WS,R1,Los Banos,101.9079970672,12.6074318229,6.0018381936,5.0258517503,2.3311775307,5.8095620827,6.4718788062
Salt020,IRRI,2011,WS,R1,Los Banos,101.3378573368,13.512731357,3.1611708754,4.5006961703,4.6169143276,4.140415545,8.25540186
Salt021,IRRI,2011,WS,R1,Los Banos,108.2001383117,12.9422811593,5.9737677612,5.2256546421,2.0942604041,5.0028544579,6.936013659
Salt022,IRRI,2011,WS,R1,Los Banos,91.1289050359,10.3930062148,3.6452959064,5.1736132947,4.2174646019,4.9777315642,8.4305922826
Salt023,IRRI,2011,WS,R1,Los Banos,108.0393404949,12.1175483372,6.174631111,4.4602389383,4.9566260502,4.4359390278,8.5196917969
Salt024,IRRI,2011,WS,R1,Los Banos,120.0794693773,12.8445894902,4.9923017456,5.426491652,3.9323102474,5.6769357577,5.9584776031
Salt025,IRRI,2011,WS,R1,Los Banos,87.9781631518,12.4941630134,4.3520881157,4.2541688114,6.0947364537,5.9296100026,8.3042456728
Salt026,IRRI,2011,WS,R1,Los Banos,103.9734449927,12.4803659174,5.1911699148,5.7073425513,3.312686355,6.0674373696,7.401667569
Salt027,IRRI,2011,WS,R1,Los Banos,102.865669062,12.4506865304,4.1963729637,3.5474464564,5.2739937329,5.2902751938,7.7057009791
Salt028,IRRI,2011,WS,R1,Los Banos,93.2593220468,11.973848915,6.2574813551,5.7402670763,3.2946888614,3.656679398,7.7179723588
Salt029,IRRI,2011,WS,R1,Los Banos,87.8276619895,12.5323495313,4.4191394825,4.6569528674,3.2231045999,4.0951427172,9.0852244028
Salt030,IRRI,2011,WS,R1,Los Banos,93.3745101143,12.6231591235,6.5702240802,5.7835512552,5.8556796789,4.8127931047,7.7490130433
Salt031,IRRI,2011,WS,R1,Los Banos,125.1875101968,10.4737942447,4.0406325113,6.892228157,4.4975241939,4.5760632739,8.8282598219
Salt032,IRRI,2011,WS,R1,Los Banos,105.1794491203,10.9752034418,5.294716063,4.4766791356,3.2560982414,5.721875933,7.3343411634
Salt033,IRRI,2011,WS,R1,Los Banos,99.0463452581,12.5811179258,4.5303920176,3.3636356107,5.2091939248,6.1919001224,6.9919156737
Salt034,IRRI,2011,WS,R1,Los Banos,82.221918357,13.6453790887,4.1712248838,3.8025803581,4.3422431351,4.2104581417,8.6474115658
Salt035,IRRI,2011,WS,R1,Los Banos,105.8417591411,12.7346729849,3.9460800955,4.7559829153,3.7832834075,3.9708273156,6.9352069239
Salt036,IRRI,2011,WS,R1,Los Banos,101.4532584049,13.8993990969,5.6597738514,5.3536925087,4.8799853362,3.4357668192,7.0986148643
Salt037,IRRI,2011,WS,R1,Los Banos,88.6312088543,12.0039392196,5.0578537204,4.8254342785,5.4336810138,4.7307210559,8.132317319
Salt038,IRRI,2011,WS,R1,Los Banos,94.8820839206,12.4216690649,5.3478531166,6.5871391963,6.5039063383,6.095782749,7.8595333773
Salt039,IRRI,2011,WS,R1,Los Banos,113.0083332291,12.0583112481,2.0898552053,5.2380278833,3.5746779699,6.0721523545,6.9511961213
Salt040,IRRI,2011,WS,R1,Los Banos,91.041353708,12.0174435294,4.4584922975,5.1005467714,3.4075703442,4.2398552804,9.9236260918
Salt041,IRRI,2011,WS,R1,Los Banos,87.7000431715,12.9553231216,6.5196490108,1.7560069767,5.2958038252,5.0350702626,7.9075783036
Salt042,IRRI,2011,WS,R1,Los Banos,107.2951319148,11.4048570555,5.9468723128,2.207856894,5.6589242317,5.4243045662,7.7072123854
Salt043,IRRI,2011,WS,R1,Los Banos,108.0012871121,12.1148326313,4.5373058558,6.7042462018,5.0524261271,4.2983902217,10.4363874097
Salt044,IRRI,2011,WS,R1,Los Banos,105.8770886378,10.1094292298,4.9279528021,3.8182158836,4.8248336191,4.9493443042,7.7184398489
Salt045,IRRI,2011,WS,R1,Los Banos,107.4352040048,11.3351696013,4.9677407877,4.6936571008,5.742018026,5.0354509888,8.1405538593
Salt046,IRRI,2011,WS,R1,Los Banos,89.1303624715,13.0900477098,6.1610398047,6.2567950028,6.3218349193,5.0193425465,8.1107967257
Salt047,IRRI,2011,WS,R1,Los Banos,96.9252313753,11.4991651497,5.0853233165,6.0202783145,4.9284738009,4.1164926641,8.2063768384
Salt048,IRRI,2011,WS,R1,Los Banos,86.5525471965,12.8051325659,5.0426870241,5.2049057523,4.0327673615,4.7434145322,8.0667548931
Salt049,IRRI,2011,WS,R1,Los Banos,87.8309274218,11.6302360752,4.0245274166,6.026818,5.4470339408,5.7323840708,8.367000043
Salt050,IRRI,2011,WS,R1,Los Banos,110.95077546,11.7947616808,4.6112576643,5.735185064,4.4644371439,6.9562885225,8.323324472
Salt051,IRRI,2011,WS,R1,Los Banos,85.0992874159,10.9972550381,4.8793284148,5.8599024587,5.577410592,5.1583691907,8.1805447769
Salt052,IRRI,2011,WS,R1,Los Banos,105.9890076274,11.1398240428,3.0704304478,2.8602510935,5.8970960811,3.669155382,8.786059343
Salt053,IRRI,2011,WS,R1,Los Banos,94.9051793822,12.8064995131,4.8548667453,6.1205720246,6.0614445854,4.4390329276,8.7980764209
Salt054,IRRI,2011,WS,R1,Los Banos,112.0430484797,11.5186722149,5.2922415906,4.2583787153,2.8998334095,5.1440765995,9.1330828166
Salt055,IRRI,2011,WS,R1,Los Banos,111.1477068202,12.0139727916,6.5342309749,5.3999117997,4.7037522001,5.8651043664,7.5240501816
Salt056,IRRI,2011,WS,R1,Los Banos,94.812110801,13.1364336423,4.7858060296,5.4764144084,5.3431674233,5.5994122677,8.8421093242
Salt057,IRRI,2011,WS,R1,Los Banos,101.0270388013,11.1022853236,4.5447352154,5.6971677867,5.2185714297,6.5698284426,7.3749873274
Salt058,IRRI,2011,WS,R1,Los Banos,96.4942746879,11.6062438699,6.1344975111,4.220438319,6.5061223329,4.7081459404,7.8066014883
Salt059,IRRI,2011,WS,R1,Los Banos,88.7460902195,11.4569533208,5.2043539266,7.3638193855,3.4935443686,3.7624924123,8.3314599126
Salt060,IRRI,2011,WS,R1,Los Banos,101.2498477283,10.6200684539,4.1267810533,4.9163911061,6.4564730131,4.7330312242,8.2898059883
Salt061,IRRI,2011,WS,R1,Los Banos,99.9882644361,11.7269544318,6.4742343806,4.1028943701,5.5375993676,5.2816974819,9.7769613908
Salt062,IRRI,2011,WS,R1,Los Banos,92.4092406491,11.7133293931,6.4612660263,3.9048992081,5.0141598894,5.9654316344,7.5079721097
Salt063,IRRI,2011,WS,R1,Los Banos,103.2170718378,11.3030371315,6.3542022665,4.9558664671,3.873697854,5.7335891492,7.6376937728
Salt064,IRRI,2011,WS,R1,Los Banos,98.7322636289,11.6529672048,5.1386221655,5.3714150151,4.0004748185,6.471923077,7.2840929253
Salt065,IRRI,2011,WS,R1,Los Banos,94.062069276,12.6912766099,6.7558932297,4.7776911944,5.2864853324,4.8878255665,7.9347471219
Salt066,IRRI,2011,WS,R1,Los Banos,92.3798512971,13.0292871063,4.4862174772,5.4197345451,4.8944199351,4.3328795241,6.7865080583
Salt067,IRRI,2011,WS,R1,Los Banos,102.4742404895,11.8152418779,8.0301129963,4.9575004987,3.7791448671,6.9532621143,9.8539350657
Salt068,IRRI,2011,WS,R1,Los Banos,99.6291416603,10.4503603357,6.0232599631,3.8014757104,5.8687479117,5.971042584,7.1951231692
Salt069,IRRI,2011,WS,R1,Los Banos,80.8448320406,11.8512287451,3.3714377012,3.5144062034,4.7304706548,5.8280042089,9.2680934791
Salt070,IRRI,2011,WS,R1,Los Banos,115.9463969836,11.7575755611,4.8292206279,4.7845963637,4.2024388469,3.0930645002,9.1270936278
Salt071,IRRI,2011,WS,R1,Los Banos,100.4127234552,14.922762976,3.5576896083,4.4482153337,5.5154428147,3.9473115668,7.2472121075
Salt072,IRRI,2011,WS,R1,Los Banos,101.4000299024,13.4185793414,4.1692475704,5.2353154621,2.5431085253,4.0754014083,8.4025479767
Salt073,IRRI,2011,WS,R1,Los Banos,100.9006787937,11.6259595387,6.651750644,6.2703398554,5.787930477,4.4311607822,8.9518965098
Salt074,IRRI,2011,WS,R1,Los Banos,92.9165454099,12.6008973974,6.6702481772,5.3709236106,2.7566484387,6.2059080261,8.018824784
Salt075,IRRI,2011,WS,R1,Los Banos,103.0179007391,10.7726488306,5.0924363095,5.7361557012,3.3904960469,5.7241930338,8.0150553704
Salt076,IRRI,2011,WS,R1,Los Banos,113.9470677977,13.5876354625,4.8790973723,7.2051665445,4.2335349686,5.1442119246,7.9109213371
Salt077,IRRI,2011,WS,R1,Los Banos,87.1263966247,12.5627852356,4.1433844157,3.9865865397,3.0535564116,6.4696731594,6.7113795636
Salt078,IRRI,2011,WS,R1,Los Banos,99.8611112712,11.7351847061,3.205349328,3.2862487079,5.3678797521,5.3669153102,8.3241635772
Salt079,IRRI,2011,WS,R1,Los Banos,104.3191974462,12.7122776135,5.9270607693,4.6377454325,5.3298700254,4.2915701973,8.4917555683
Salt080,IRRI,2011,WS,R1,Los Banos,109.0460959574,9.8130038372,4.6832657951,5.9599388808,4.0906100529,5.6137934398,9.268852634
Salt081,IRRI,2011,WS,R1,Los Banos,104.8223711787,12.3743654629,5.7271564714,5.9218495924,5.1633059357,6.944076898,7.6186738312
Salt082,IRRI,2011,WS,R1,Los Banos,94.4739865933,10.6771780872,4.7530753386,6.8234576991,4.8145782194,6.0191756651,9.3040814606
Salt083,IRRI,2011,WS,R1,Los Banos,98.5957356895,10.1611689699,6.2607508038,5.8572960323,4.5534722964,5.2053015755,8.4749734265
Salt084,IRRI,2011,WS,R1,Los Banos,106.7787975089,12.3218299143,2.8498691945,5.521653887,4.4039826619,5.8619730195,8.355660848
Salt085,IRRI,2011,WS,R1,Los Banos,120.285549771,10.8886249992,6.0085395103,5.4261458691,3.8187698771,4.0867892614,6.9825616386
Salt086,IRRI,2011,WS,R1,Los Banos,98.169595269,10.0535879071,3.7484375568,6.8348478483,6.3334611668,4.6994626666,8.2183245225
Salt087,IRRI,2011,WS,R1,Los Banos,93.0778350902,12.2395393569,4.7872777901,6.6624620319,4.7833587086,4.4276280602,6.114699162
Salt088,IRRI,2011,WS,R1,Los Banos,104.7129389213,11.1627362239,5.575975481,5.4867160499,4.1032324891,4.6662319229,8.9794986101
Salt089,IRRI,2011,WS,R1,Los Banos,88.0461031803,11.469838306,3.6699456014,4.9239446488,3.2565577169,5.3304213383,9.217488209
Salt090,IRRI,2011,WS,R1,Los Banos,102.5444286519,11.4221165055,5.4580014569,4.1276424541,4.6513005781,6.1989860582,8.0427556906
Salt091,IRRI,2011,WS,R1,Los Banos,100.837848008,11.985942598,6.7369888823,3.7223827913,4.1316696494,5.9189087956,8.1487992531
Salt092,IRRI,2011,WS,R1,Los Banos,99.9332754592,12.2571903386,4.0454863144,5.6899973901,4.7805294346,5.9547895358,8.1170333725
Salt093,IRRI,2011,WS,R1,Los Banos,94.2141649946,13.563750765,5.39659675,5.8372308664,3.5140498157,3.9973595541,6.2758685289
Salt094,IRRI,2011,WS,R1,Los Banos,95.3704038116,11.8591763326,5.8652386534,4.501104481,5.6578367168,3.585161009,7.7889209986
Salt095,IRRI,2011,WS,R1,Los Banos,107.7489646379,12.3184290252,4.8055029478,4.0332765654,5.4824130194,6.0745679135,7.0214659304
Salt096,IRRI,2011,WS,R1,Los Banos,96.7644806652,12.83858245,4.8357837925,3.0317522134,6.9394604099,3.4790651529,8.261764628
Salt097,IRRI,2011,WS,R1,Los Banos,95.2137973726,12.484937195,2.8491675658,6.1360683523,4.1508964026,3.7835906304,8.3299076914
Salt098,IRRI,2011,WS,R1,Los Banos,98.8889740288,12.0707406809,5.2175903222,5.0725787999,6.2076715587,6.2011884052,9.768521123
Salt099,IRRI,2011,WS,R1,Los Banos,102.7646066028,10.2027544244,4.6395790175,8.1019133448,5.0743533532,5.1050355553,6.4650968357
Salt100,IRRI,2011,WS,R1,Los Banos,96.7219321135,12.416785617,6.1713200719,3.9196536538,5.5998857847,4.9717644734,7.2879085772
Salt101,IRRI,2011,WS,R1,Los Banos,98.0487433264,12.8225755623,4.5408913743,4.7427439828,5.5268958123,5.1405094304,9.1456266315
Salt102,IRRI,2011,WS,R1,Los Banos,95.6506344931,11.8729586197,2.6065548012,5.1483704191,5.1534299888,3.4342678551,6.769134929
Salt103,IRRI,2011,WS,R1,Los Banos,99.645406545,11.9887449382,2.4973710315,3.959067151,5.6531149178,3.2626071718,8.1719873689
Salt104,IRRI,2011,WS,R1,Los Banos,84.8730749305,12.3561940369,4.991463964,4.1298605704,6.7450760758,3.3168342874,9.0640708845
Salt105,IRRI,2011,WS,R1,Los Banos,110.1078632035,11.7964985829,4.6589957495,5.5176722429,5.6856201048,5.8535524732,7.7810305108
Salt106,IRRI,2011,WS,R1,Los Banos,89.8601163001,11.3576384368,4.9869666856,3.9969486726,5.3042047815,6.4944269713,8.2968769085
Salt107,IRRI,2011,WS,R1,Los Banos,81.1311615491,11.6121378432,6.9803990072,4.1915924555,5.2171183476,4.512115896,7.6786146099
Salt108,IRRI,2011,WS,R1,Los Banos,91.7370725438,14.7999210347,5.7711121829,3.772541867,2.2071044747,4.2265177565,8.5935646166
Salt109,IRRI,2011,WS,R1,Los Banos,99.5179444567,10.8243730564,3.7851369353,5.5141060527,4.4080189923,3.9973394094,8.0935332619
Salt110,IRRI,2011,WS,R1,Los Banos,91.8780162768,13.1440845468,4.6848691266,4.2680884361,5.1838728283,3.66477068,8.2449041847
Salt111,IRRI,2011,WS,R1,Los Banos,108.8799345696,12.0385826021,6.5255779802,4.0427970061,4.3452702176,6.0257229863,8.5548845658
Salt112,IRRI,2011,WS,R1,Los Banos,101.792141105,12.1037697035,3.5855262729,6.1266719545,5.1903678044,6.3332064247,7.0829992053
Salt113,IRRI,2011,WS,R1,Los Banos,87.7533234973,12.8569710816,5.342969288,5.8601397974,3.7692499641,6.1407270636,8.2457976608
Salt114,IRRI,2011,WS,R1,Los Banos,93.034412903,12.6747594271,5.6243374423,5.5636894666,5.8564149238,5.9641579053,7.5138893387
Salt115,IRRI,2011,WS,R1,Los Banos,94.3519288775,11.9806278554,4.9797624985,5.8056672371,5.5057445683,2.7324020889,7.3960000529
Salt116,IRRI,2011,WS,R1,Los Banos,79.8442988093,12.26042624,3.9089331939,5.2746868859,6.6264448054,6.4223169682,7.723692155
Salt117,IRRI,2011,WS,R1,Los Banos,126.2766106791,11.6947930455,5.4809258521,3.8629488473,4.3778259883,7.0605554168,8.7979121209
Salt118,IRRI,2011,WS,R1,Los Banos,100.7334030614,12.9397211569,5.9347186122,5.3276321039,4.3893076378,3.7369935101,8.5437125872
Salt119,IRRI,2011,WS,R1,Los Banos,120.1072688212,10.7225656503,4.8301353187,3.1615975737,6.1174858284,5.1029011303,8.2244478184
Salt120,IRRI,2011,WS,R1,Los Banos,105.769153842,12.4753191306,4.1934464669,5.7071684571,4.8694896099,5.3506845337,7.8232497271
Salt121,IRRI,2011,WS,R1,Los Banos,108.924520703,10.9326344138,5.2292018214,5.4999204795,5.1332086223,4.400133827,9.0799941518
Salt122,IRRI,2011,WS,R1,Los Banos,84.6347329131,11.5421238321,5.2163284237,3.0677851983,3.9453701918,6.0357050676,8.5313116226
Salt123,IRRI,2011,WS,R1,Los Banos,99.0677040338,12.0891832087,4.6264032939,6.6742324512,6.4563800458,3.2697877269,8.0689299009
Salt124,IRRI,2011,WS,R1,Los Banos,97.6837610169,11.4477961188,4.3706923469,6.4284655856,4.227056723,4.7782134929,7.1451172531
Salt125,IRRI,2011,WS,R1,Los Banos,88.3556805294,10.9690934994,6.0317134201,5.2633308228,7.0289470086,5.3510306324,7.0043902072
Salt126,IRRI,2011,WS,R1,Los Banos,93.3688271621,13.1498168073,4.4171636832,5.5508135747,6.4336133441,2.7008123955,8.7462432104
Salt127,IRRI,2011,WS,R1,Los Banos,100.0920907972,12.3421795804,5.3076155181,4.4101701282,5.603336838,4.2860890747,8.2821273738
Salt128,IRRI,2011,WS,R1,Los Banos,103.9789664606,10.9462828685,4.2253573457,4.5668519349,5.8240635373,3.9131258844,8.0553454718
Salt129,IRRI,2011,WS,R1,Los Banos,100.1105930605,11.2094980656,3.4268687615,5.7140146817,6.1066371789,5.0507652719,5.9392684591
Salt130,IRRI,2011,WS,R1,Los Banos,91.2387596012,13.1557360196,5.6345779565,5.2090634516,5.8795602986,2.5046925427,8.5780823794
Salt131,IRRI,2011,WS,R1,Los Banos,100.2592466955,11.9884664592,4.613836925,4.987609063,4.6015125507,5.5839174302,7.998406311
Salt132,IRRI,2011,WS,R1,Los Banos,99.0407916915,12.2927359214,5.7750403587,4.2469821295,6.00041034,5.878820922,7.1657311776
Salt133,IRRI,2011,WS,R1,Los Banos,99.3075373694,13.3893339614,5.246530999,5.0537250374,2.5562052339,4.5272009054,8.5699436997
Salt134,IRRI,2011,WS,R1,Los Banos,116.6022099729,11.2283655899,5.4379307366,6.7172902602,6.2490423734,3.4295162281,8.6733077066
Salt135,IRRI,2011,WS,R1,Los Banos,111.8698063919,9.6950187463,5.4209174902,6.3351813283,6.3632698291,5.3516978067,8.0155377376
Salt136,IRRI,2011,WS,R1,Los Banos,95.020309283,11.3658989658,4.6095254719,6.1596929057,4.1608039236,6.1300545878,7.0646636836
Salt137,IRRI,2011,WS,R1,Los Banos,79.1720335355,11.8352682843,4.2181235794,5.3617440868,3.471161298,5.8952457799,9.1631581308
Salt138,IRRI,2011,WS,R1,Los Banos,106.9328227784,12.1897783689,5.3076996282,4.0513142113,2.5653603714,4.4211259093,7.1121857688
Salt139,IRRI,2011,WS,R1,Los Banos,93.4593960003,10.6969934111,4.7941558808,3.8774547052,5.1352058505,5.1696973661,9.0399034847
Salt140,IRRI,2011,WS,R1,Los Banos,108.6536772685,13.1736731283,5.2630279056,5.451261981,4.727989671,3.5389373455,9.0608497772
Salt141,IRRI,2011,WS,R1,Los Banos,94.3044903369,13.8831686644,5.1176424151,4.5201908245,5.7703564284,2.5829299303,9.6295900519
Salt142,IRRI,2011,WS,R1,Los Banos,104.360976264,11.1746870605,5.8910190332,4.6762592907,4.2482617766,6.6567173573,8.0321201287
Salt143,IRRI,2011,WS,R1,Los Banos,105.4175642249,13.2627445595,4.763803297,4.6581094334,4.2420054297,6.1897948472,8.8692251362
Salt144,IRRI,2011,WS,R1,Los Banos,100.4515877789,12.3183220911,5.4164682033,5.1335044109,6.3625259259,6.1735488671,7.5511901349
Salt145,IRRI,2011,WS,R1,Los Banos,92.5404259217,12.8585134096,3.8153714987,4.9554849093,5.7422059177,6.7115198395,7.1102182921
Salt146,IRRI,2011,WS,R1,Los Banos,110.4429054233,11.6672469317,6.0801347751,4.5186328236,6.6752853201,4.2927741996,6.5620079627
Salt147,IRRI,2011,WS,R1,Los Banos,100.0089066017,12.0553075878,5.7922622031,5.3456836972,4.9469381951,4.6521427139,8.6211235414
Salt148,IRRI,2011,WS,R1,Los Banos,86.7397112306,12.3782761572,6.1913483067,5.6842353607,6.5501204824,6.5736229618,8.9650392099
Salt149,IRRI,2011,WS,R1,Los Banos,101.9670363122,11.2781379426,4.7473848388,5.6306364394,4.7925667309,5.4481782256,7.4134672711
Salt150,IRRI,2011,WS,R1,Los Banos,98.2558967662,13.2231295986,5.1284977912,4.2767068065,6.0486683319,5.0212040731,8.4869536463
Salt151,IRRI,2011,WS,R1,Los Banos,96.5513016931,10.0275381208,4.8398985988,5.3185339824,3.6223163016,5.9777479839,7.9791083167
Salt152,IRRI,2011,WS,R1,Los Banos,121.3198210669,12.1608445415,5.2445194348,5.1397158758,3.960448159,6.5180431621,9.7841757924
Salt153,IRRI,2011,WS,R1,Los Banos,99.7903024325,13.3363773585,3.937698145,4.5306366252,4.0238367144,5.1082334651,7.0210921041
Salt154,IRRI,2011,WS,R1,Los Banos,85.8718825374,11.7339810764,4.1793879601,6.4031579995,4.4316743028,2.4007106528,5.9728674937
Salt155,IRRI,2011,WS,R1,Los Banos,90.4452070859,11.328397979,5.7442409671,3.9065354894,4.4753910309,5.9972912602,9.2796213632
Salt156,IRRI,2011,WS,R1,Los Banos,101.1830116653,13.9543926456,5.1708891455,3.7603315389,3.548518474,4.8000224492,8.4072641794
Salt157,IRRI,2011,WS,R1,Los Banos,94.0553073096,10.7945366388,5.3433960045,5.133386938,3.3122559961,5.7571796047,6.9315758058
Salt158,IRRI,2011,WS,R1,Los Banos,106.3497488019,10.0919489621,4.1967992068,3.8166577047,6.1232631107,2.5092409384,7.8413080982
Salt159,IRRI,2011,WS,R1,Los Banos,106.9081526876,11.5059180121,5.2409062741,5.3254607677,5.4955256624,4.9726488344,7.759561014
Salt160,IRRI,2011,WS,R1,Los Banos,101.7943877683,10.641962636,3.6042560145,4.2315178783,5.0580966499,4.9136735357,7.8011624891
Salt161,IRRI,2011,WS,R1,Los Banos,114.0117753737,13.4104953599,5.7309633405,3.3364005396,4.5353478994,5.303147254,8.5590957495
Salt162,IRRI,2011,WS,R1,Los Banos,87.5832851519,11.7805062738,3.88085403,5.7237624306,6.3435303599,6.0206928455,8.7225558752
Salt163,IRRI,2011,WS,R1,Los Banos,94.7919703794,11.3133563606,5.280568971,5.4756707303,4.7137117505,3.9624274127,8.1402807037
Salt164,IRRI,2011,WS,R1,Los Banos,92.6301709187,12.0284327779,5.6948952298,4.2606009326,4.3313262575,4.4481923799,8.547943451
Salt165,IRRI,2011,WS,R1,Los Banos,104.0808710752,11.0466980222,4.9574564218,5.1584535454,4.064058552,5.5100710763,8.3030889075
Salt166,IRRI,2011,WS,R1,Los Banos,104.2767227029,10.7062012453,5.5846231837,4.4210083381,3.5465926097,6.381440335,8.628535137
Salt167,IRRI,2011,WS,R1,Los Banos,87.3256960749,13.163287109,4.2598176194,4.2625002428,5.4602085753,4.7645022265,8.7932160055
Salt168,IRRI,2011,WS,R1,Los Banos,91.5927787616,10.541195811,5.2193777977,4.9164337209,7.0556176661,5.6816814708,6.0595215715
Salt169,IRRI,2011,WS,R1,Los Banos,107.9395986494,12.4148688273,6.5445897323,3.954755803,4.1952163176,5.9416692089,7.8446967006
Salt170,IRRI,2011,WS,R1,Los Banos,89.8532930161,13.7191442818,6.503752998,6.7365535791,4.2814023912,3.5066897969,7.5457036999
Salt171,IRRI,2011,WS,R1,Los Banos,81.8284511141,11.2005592903,5.7693308594,3.6644800326,4.4648813193,4.4361081782,8.8289884235
Salt172,IRRI,2011,WS,R1,Los Banos,90.5528992528,13.3920594406,4.0033094108,3.5535481695,4.0155403266,3.498944635,7.9659217235
Salt173,IRRI,2011,WS,R1,Los Banos,94.2406395415,11.9309077113,4.9127032316,3.9583748906,5.8200251584,4.8471597574,9.681173105
Salt174,IRRI,2011,WS,R1,Los Banos,101.3894440025,11.7503762989,4.4992647016,5.4580726254,6.4595254732,4.4216962131,8.4212411706
Salt175,IRRI,2011,WS,R1,Los Banos,88.3959970728,14.981707747,3.5945452821,5.8216256624,5.3674543849,5.3988584278,7.7554941797
Salt176,IRRI,2011,WS,R1,Los Banos,103.5617250661,10.864467084,4.7675081542,5.9149133632,3.933077235,6.7322237748,8.8468936938
Salt177,IRRI,2011,WS,R1,Los Banos,114.9083549895,11.8430269211,5.3151540267,5.0658231718,4.3125347511,5.1197741671,9.0087009954
Salt178,IRRI,2011,WS,R1,Los Banos,95.5076560478,12.7586205181,6.5141196953,4.2416571408,5.8247718675,4.9760692817,8.2304122768
Salt179,IRRI,2011,WS,R1,Los Banos,89.2911073685,12.3498445978,5.3646113683,6.1314669359,5.4266312281,5.3598768796,8.5149660291
Salt180,IRRI,2011,WS,R1,Los Banos,84.1468287428,12.113215382,5.3375452827,5.3450567811,5.514940336,4.4170484369,6.9935460844
Salt181,IRRI,2011,WS,R1,Los Banos,97.326992204,13.4452695018,4.9416068676,4.5489994539,4.3095953164,5.227470893,6.664079501
Salt182,IRRI,2011,WS,R1,Los Banos,100.1816735135,12.6435741409,5.1755369612,3.1061861224,4.6399469239,5.1938053563,8.2849857953
Salt183,IRRI,2011,WS,R1,Los Banos,102.5179110896,11.6985988965,4.7287311384,4.4580197749,4.6132285474,3.7112461848,8.1027798715
Salt184,IRRI,2011,WS,R1,Los Banos,94.0451688043,12.5674333631,4.3722009478,4.6228356703,5.1572393177,5.292268182,6.606070514
Salt185,IRRI,2011,WS,R1,Los Banos,92.3881100957,11.8591007678,3.4750393151,3.6378157382,5.7283369728,5.8663694704,7.6154877912
