Gname,Site,Year,Season,Rep,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Salt188,IRRI,2011,DS,R1,87.1085291185,93.5063634669,12.080260869,3.2209798247,4.4034005045,5.3347907267,4.5390805263,10.132606185
Salt189,IRRI,2011,DS,R1,84.7091424273,107.46131345,11.6101475652,6.3921921297,4.5938867224,6.3548371815,4.6312940517,8.3012102088
Salt190,IRRI,2011,DS,R1,97.2664162694,96.3434555693,11.6828001023,4.1406314812,6.0381414858,4.9964085657,4.567277094,8.7077692374
Salt191,IRRI,2011,DS,R1,108.1269682986,81.7166742161,12.4418449883,2.3657049541,4.2794669088,2.6999829045,6.5331147435,7.1992708855
Salt192,IRRI,2011,DS,R1,105.9802439164,109.0251810196,11.634101175,3.1046520875,5.0171845206,5.8965172876,5.0776533538,8.2651281471
Salt193,IRRI,2011,DS,R1,84.5212231111,93.7574943808,11.5841414518,5.2938212216,3.9747576667,3.8350741568,4.8800316164,6.7512651858
Salt194,IRRI,2011,DS,R1,99.7763174643,89.4955707771,10.6808200013,6.5973919058,6.3563113494,6.0599981308,4.6311438515,6.9863832319
Salt195,IRRI,2011,DS,R1,87.4020417104,115.0012003761,12.0883268004,3.8347451233,4.639175225,4.9433969032,4.5734203142,8.0342240102
Salt196,IRRI,2011,DS,R1,105.8653778941,103.9750869817,12.9100142453,5.1789989451,5.2604627012,3.0530365187,3.0607972804,10.2247160698
Salt197,IRRI,2011,DS,R1,113.2456933443,90.6640568564,12.3995081833,6.9102609388,2.8603141131,3.0909896657,5.4550208732,7.8162190701
Salt198,IRRI,2011,DS,R1,109.70787788,93.6071722598,12.136287505,5.5451968477,4.7447239682,4.5713251307,2.9340623336,7.4609645948
Salt199,IRRI,2011,DS,R1,96.9460218557,110.641640344,10.456896238,4.6833694099,5.1296223344,6.3417267801,6.3787911378,7.5041942165
Salt200,IRRI,2011,DS,R1,99.5089930638,95.7249414012,11.2163442,4.92711502,5.5870186602,4.7250563483,4.879919985,8.1902224903
Salt001,IRRI,2011,DS,R2,103.0722376371,92.1854975676,14.8401144303,3.770278374,5.5118421665,4.383827872,3.0822375898,7.6376471755
Salt002,IRRI,2011,DS,R2,106.0743518548,97.7093037757,12.1296415659,4.7439101919,5.7472246357,5.439263866,3.982131464,7.7468974531
Salt003,IRRI,2011,DS,R2,74.8583342333,113.1015523317,13.0561678042,3.2909678857,3.4991446638,4.2790014738,5.7329027999,5.9124833321
Salt004,IRRI,2011,DS,R2,100.5600541221,98.8726317442,11.7822717817,5.6545776824,3.4049333851,4.3334931807,5.3898591594,7.65726917
Salt005,IRRI,2011,DS,R2,97.7080839722,75.4927224419,11.2057838581,5.6786212122,4.4290305443,4.304310741,5.2195570492,9.7649445512
Salt006,IRRI,2011,DS,R2,116.8194653832,102.1201857969,11.7370150904,4.113497997,5.6163240968,6.9432465898,3.6753588075,8.4661757027
Salt007,IRRI,2011,DS,R2,97.353103013,127.747104038,12.9492554253,4.4814045153,4.1338168321,5.2838679907,5.4578494999,8.7591538402
Salt008,IRRI,2011,DS,R2,124.3665761401,118.6526391527,10.7684597383,4.5481426395,5.5792490173,3.3668444642,3.2405026772,8.6322008571
Salt009,IRRI,2011,DS,R2,106.9751330668,108.081418516,11.9629896696,5.8062931756,5.6991888143,5.4063340151,6.1407613047,8.6637373675
Salt010,IRRI,2011,DS,R2,101.4176147407,88.0586586321,12.0060844924,6.2053847374,5.1099726975,4.5950054737,5.4774844568,8.4826417638
Salt011,IRRI,2011,DS,R2,102.9447235957,103.3009168481,12.7504206753,4.1382539116,6.0419632106,5.5236041083,3.9582861209,8.2778323343
Salt012,IRRI,2011,DS,R2,111.3340678227,93.7017424101,14.6176187655,4.3047723033,5.0653507264,6.1653671515,3.7993534859,8.4906657146
Salt013,IRRI,2011,DS,R2,102.5344261679,96.4552950691,12.0849643585,5.2451472815,5.7099177774,5.8583038747,3.4995232021,7.7687943818
Salt014,IRRI,2011,DS,R2,119.5659192263,98.8558967408,13.8444166343,3.9211962391,4.0592287514,5.8413531447,4.6583849414,8.1144666594
Salt015,IRRI,2011,DS,R2,108.1157421303,91.7113659877,12.1189083042,4.804392211,6.2172337677,5.3152284713,4.7048021598,9.7017037776
Salt016,IRRI,2011,DS,R2,108.4589362094,103.0309228614,9.9307402078,3.4279675236,4.3137319227,5.0700079516,6.2527074962,7.7463044574
Salt017,IRRI,2011,DS,R2,101.1133669386,107.4009152568,11.7660904924,5.4930663579,5.8318235915,4.3652168754,4.4024129479,8.4995937109
Salt018,IRRI,2011,DS,R2,87.9429048162,107.1690200737,13.0697272653,5.0525054728,4.6307771722,6.0706802815,4.4305669915,7.8738961183
Salt019,IRRI,2011,DS,R2,110.7592755319,115.2981554598,10.9408361827,4.3687866409,7.5069693904,5.7604468311,5.7915962187,7.5888832712
Salt020,IRRI,2011,DS,R2,71.6581443649,98.2285759111,12.5494239358,5.5329452637,6.4144316999,5.5544476871,4.1087887092,7.8515792109
Salt021,IRRI,2011,DS,R2,99.4287523517,103.9969502426,10.8144542602,6.1085299043,6.3411877224,4.4405150976,2.9173465714,8.6432207634
Salt022,IRRI,2011,DS,R2,91.5464217092,103.6673234225,11.6441475525,6.2824633024,5.8469339109,4.0145346057,4.4670498921,9.5684234259
Salt023,IRRI,2011,DS,R2,100.2895402414,98.1596827947,13.9219599702,5.6897578812,4.1409083974,3.2682185813,5.5386656626,7.8962143161
Salt024,IRRI,2011,DS,R2,116.3234677041,95.8767325745,12.0849460759,3.6913008189,6.1085831792,3.7217222266,5.0217924466,6.7741780396
Salt025,IRRI,2011,DS,R2,116.9539453169,112.5076213692,12.8601872423,5.1244641188,5.0560466385,5.9171139323,4.6891600259,7.7852641036
Salt026,IRRI,2011,DS,R2,103.927786559,100.0193762874,12.2512517206,4.6719475387,5.4071384788,5.3130673594,4.0595401693,8.6411589267
Salt027,IRRI,2011,DS,R2,120.073490575,110.0970895876,12.0617830839,4.1893677904,3.2240922549,5.0133844939,5.2917188957,6.7419517602
Salt028,IRRI,2011,DS,R2,108.0577076446,102.3652313933,10.4232604771,4.8316029877,5.9791956708,3.9072645919,5.0684471546,6.9829903045
Salt029,IRRI,2011,DS,R2,101.4818631058,106.5700755696,11.9598592141,4.7359239641,3.9970627163,6.2242239728,6.3468049097,9.6016194379
Salt030,IRRI,2011,DS,R2,105.1867576777,99.3804570534,11.9485893392,5.2404695237,3.8175535066,4.7173439288,5.1384609478,6.7165761461
Salt031,IRRI,2011,DS,R2,86.3698221469,93.254978075,10.7023490063,5.4117500515,5.7660270711,4.3977245435,4.603332361,8.5249460466
Salt032,IRRI,2011,DS,R2,112.82949452,105.942962291,12.3691213491,4.9498383824,4.6345941721,4.4375174704,4.6395956097,6.8295087687
Salt033,IRRI,2011,DS,R2,93.2309269456,80.0038556676,11.0935864964,5.530102973,4.9391193053,5.0049207628,5.5968805191,7.5835612869
Salt034,IRRI,2011,DS,R2,88.14258898,121.9525310514,12.3987509483,4.4304327726,5.5984381286,3.70385233,6.0342198619,7.8694278288
Salt035,IRRI,2011,DS,R2,100.2871488305,102.6780196971,10.7839994549,6.0846090229,3.3496383193,5.3513493134,4.4116935268,9.087685078
Salt036,IRRI,2011,DS,R2,103.820712754,116.8542677758,12.6041532767,3.8022137341,5.7282513489,6.9736741251,5.0131143822,9.2806931411
Salt037,IRRI,2011,DS,R2,96.4244853212,100.2366381362,10.0098656707,3.7492628831,4.6098713485,6.7837484897,4.7620427119,7.4258754155
Salt038,IRRI,2011,DS,R2,100.7729342268,89.2011350823,11.9422533655,4.4326338679,5.5948959246,5.5157601175,4.9421386591,7.7352504688
Salt039,IRRI,2011,DS,R2,94.5185372909,93.1602700963,11.1451971857,6.6263525085,5.6328023391,6.1339255208,4.9139482719,9.8871088024
Salt040,IRRI,2011,DS,R2,121.3666047266,93.6036297759,13.1632147302,6.4146935945,5.6785113635,5.6360093794,7.106418031,10.748619555
Salt041,IRRI,2011,DS,R2,91.5339174755,90.2412223259,11.4217021822,4.1207986524,5.4338726268,6.0547200227,6.0570023092,8.4772487857
Salt042,IRRI,2011,DS,R2,90.9031542307,89.8134480955,9.5780882604,6.0590300696,5.4105249434,7.2435674006,2.9200375268,8.1043933515
Salt043,IRRI,2011,DS,R2,103.9607087718,99.4945274076,13.7934941084,4.7766888692,4.3525177386,5.0945588152,5.4413577461,6.8267046003
Salt044,IRRI,2011,DS,R2,114.1305207711,104.4200388788,10.9717232016,5.7048676543,5.7300661543,6.9107351927,4.6235020066,7.9692779249
Salt045,IRRI,2011,DS,R2,98.1208298684,109.1809555477,12.0597099659,4.0557618817,4.7959950556,5.5620911473,4.1943895417,8.3222581385
Salt046,IRRI,2011,DS,R2,97.6951612559,105.0098838618,11.9002241573,3.5309658208,3.7521231998,5.5543503076,4.6731719467,9.1489706908
Salt047,IRRI,2011,DS,R2,98.6866186123,99.3052134704,12.6052505123,5.6194013183,5.2265023829,4.0511061698,5.0091482127,8.8137061223
Salt048,IRRI,2011,DS,R2,90.0440915083,113.7207172683,11.3777206548,3.9293053159,6.515849034,4.5918666546,5.1867285323,8.3548318674
Salt049,IRRI,2011,DS,R2,97.97008229,107.7673012158,11.688163503,6.6294733611,5.7824202455,3.7453868678,4.4291405993,8.2037354383
Salt050,IRRI,2011,DS,R2,114.0705423413,87.1488683837,11.4258084693,5.1677988148,4.4765557275,5.12619541,6.4376622194,8.0649974232
Salt051,IRRI,2011,DS,R2,81.4133702984,92.0307972448,11.9670441435,4.64824353,6.5898150402,4.9391998496,6.4114671007,9.2761473881
Salt052,IRRI,2011,DS,R2,123.6388035399,107.3269334881,11.999637592,4.040714478,4.4832460087,6.0678003407,4.1294974599,8.3777193436
Salt053,IRRI,2011,DS,R2,105.1063482367,91.70508727,12.0582021256,5.3897935617,5.8873604582,4.4467155396,6.2774448155,7.9930404822
Salt054,IRRI,2011,DS,R2,114.7028383382,91.3864805681,12.1148728866,4.9914106028,4.7467219577,7.0453974326,5.9868696627,7.9216305151
Salt055,IRRI,2011,DS,R2,105.1558128653,109.6246542577,11.9375116028,5.6714607803,4.2805969202,5.0509929936,4.2829759034,9.317682651
Salt056,IRRI,2011,DS,R2,109.1354749056,93.8347447739,13.0429074837,3.7864952664,4.5383077557,5.2257925169,4.5252317155,7.2837216921
Salt057,IRRI,2011,DS,R2,96.2092010692,101.7074759752,10.5682130471,6.5736525851,3.4075149082,3.9299525649,4.4897128217,6.8604112309
Salt058,IRRI,2011,DS,R2,101.7925594657,100.4815442892,11.3162010445,5.2625414132,3.734647186,5.5965822769,5.8624606499,7.6587493366
Salt059,IRRI,2011,DS,R2,94.9178175513,103.8458232179,11.021268325,4.7563901527,5.1943622391,5.0657630887,4.5508624282,7.6291180391
Salt060,IRRI,2011,DS,R2,111.2464656428,109.7703790703,11.9317830334,5.5528862712,5.8112630155,5.0093161154,5.1170621212,7.544812151
Salt061,IRRI,2011,DS,R2,93.7940125823,107.1641202376,10.3817440829,5.9506438083,5.5913793802,4.4092208705,6.8698030214,8.3463868949
Salt062,IRRI,2011,DS,R2,97.2882936647,94.8063260578,13.4551218492,5.2213864817,4.109988239,4.3636311737,5.0353080863,7.6029286295
Salt063,IRRI,2011,DS,R2,94.6438133524,117.6561156791,13.3908392423,4.8117407464,4.9813479489,3.8313034325,4.7410027275,9.0940751078
Salt064,IRRI,2011,DS,R2,94.5249409033,93.5869083292,12.5820125507,4.215212066,3.5665577197,4.5450147782,4.0861574055,7.5768789349
Salt065,IRRI,2011,DS,R2,104.8380762082,98.4614041541,12.4799793828,6.4214071397,3.0329898969,4.06858066,5.6745075861,7.1004818264
Salt066,IRRI,2011,DS,R2,109.9716035595,101.6907877487,11.9501295138,5.2032509598,4.8790230148,4.9706248974,5.8276743135,6.8340677545
Salt067,IRRI,2011,DS,R2,89.4861894507,95.9668923823,11.9786915077,5.1666365464,4.5931031355,5.353811058,5.3018674122,7.6998860769
Salt068,IRRI,2011,DS,R2,80.938507565,95.9706877572,12.5115599802,5.1707363072,4.8762323627,4.8862922198,6.8887562678,8.0864016868
Salt069,IRRI,2011,DS,R2,100.0658155232,95.4541564596,11.8135086423,4.983421761,6.2766578117,3.6179321439,3.064314245,7.9326822539
Salt070,IRRI,2011,DS,R2,99.2731177915,75.7733903258,11.9097344865,5.2729887971,6.2080388856,5.3556385094,6.9094104899,9.5476021586
Salt071,IRRI,2011,DS,R2,102.4664941415,101.4700724401,11.9434932797,5.3007976719,5.9777835846,3.5829511339,6.0930079102,8.2205832264
Salt072,IRRI,2011,DS,R2,113.4181101977,103.257701613,12.1734652177,5.5789039395,5.9215068317,5.448506866,4.7648599841,7.8659191664
Salt073,IRRI,2011,DS,R2,93.7117915368,109.851808572,11.0426645228,5.3688709057,4.2812780001,5.4599658153,4.8139957578,9.1591828062
Salt074,IRRI,2011,DS,R2,99.1396442855,96.4523016838,12.8126190241,3.7161663154,5.1232538291,2.9009439685,4.8541977124,7.7425829926
Salt075,IRRI,2011,DS,R2,112.9108322687,108.0111482843,12.1798808173,4.9932606505,4.6511007439,5.8969641696,5.2979158441,7.8420404443
Salt076,IRRI,2011,DS,R2,103.904438139,100.4991458461,12.4141673333,6.0511863769,4.3644165364,3.8913726955,6.6751478578,7.1389468003
Salt077,IRRI,2011,DS,R2,90.098440056,105.5458120689,12.0224255319,5.7872939921,2.8304195804,5.0439038345,3.9396811349,9.167018024
Salt078,IRRI,2011,DS,R2,117.6511766803,102.4081038467,11.7398862861,6.9455082787,4.8993895684,4.9139939023,5.7476944951,7.2787684914
Salt079,IRRI,2011,DS,R2,104.0805246936,95.975501871,11.5929711312,5.5631675105,7.3617115557,4.0248304576,4.8024558841,9.324595129
Salt080,IRRI,2011,DS,R2,95.2086614506,106.8192054732,12.7596993062,4.5752149333,5.0674372441,4.1981583848,4.8807179897,9.2748572122
Salt081,IRRI,2011,DS,R2,97.7574447919,93.2802982276,12.0485887208,4.8367205528,5.3117834295,3.2141981504,3.7300410096,7.2952788211
Salt082,IRRI,2011,DS,R2,94.005029881,115.8300415919,11.5584125273,3.094826055,4.3637712816,6.2538815757,5.1640126004,9.8928578753
Salt083,IRRI,2011,DS,R2,97.2255380412,95.8904743247,13.3496080493,4.4127079751,5.2500906371,5.3648172676,6.3742284482,7.0965949558
Salt084,IRRI,2011,DS,R2,100.9192956216,89.752796096,12.4766927751,6.1404214779,4.7810365789,5.3938724723,5.5979254531,7.046589584
Salt085,IRRI,2011,DS,R2,100.6664174685,117.41399549,13.3683208151,7.0283750111,5.1342480129,4.2575496667,6.1495300893,8.0167755941
Salt086,IRRI,2011,DS,R2,97.097582465,105.3785413656,13.0880857068,5.4083328058,5.6830574843,5.2725311649,4.8378056581,7.5867838516
Salt087,IRRI,2011,DS,R2,99.9908105078,110.301720168,13.4663044985,5.4182269129,4.6057582967,3.7762184425,5.1205694221,7.9043438723
Salt088,IRRI,2011,DS,R2,96.4606221836,112.6616416187,11.5837449746,6.4015786286,6.6757710475,4.8501437426,4.5347764219,8.1721628516
Salt089,IRRI,2011,DS,R2,111.1529772887,111.0168697308,10.9403634636,3.5620122568,5.3155010391,6.3320103547,3.7279773622,7.2636003987
Salt090,IRRI,2011,DS,R2,94.9589006512,99.5891363755,10.1187915965,5.4434353912,5.1092527485,6.4285647655,5.7774130353,7.3598946415
Salt091,IRRI,2011,DS,R2,92.476688077,101.5281122252,12.8502845181,5.2812684845,4.4796089278,6.297567176,3.1648713239,8.7361157651
Salt092,IRRI,2011,DS,R2,98.8788819799,107.0456012382,12.3724136157,5.9360041029,5.5080635283,6.4366175065,6.1176285847,6.3717234898
Salt093,IRRI,2011,DS,R2,91.3676209786,90.2282827949,12.8133182756,5.9130583643,4.243020006,6.9334971472,5.4897006131,7.2220761687
Salt094,IRRI,2011,DS,R2,96.5530679352,102.4934640623,13.090373234,6.1747107643,5.1260764135,4.4024905175,4.5756519692,8.0592214693
Salt095,IRRI,2011,DS,R2,92.1848186403,103.23440928,11.0737448251,4.6072294619,5.4216046961,5.3210908299,2.9024707944,7.939240366
Salt096,IRRI,2011,DS,R2,86.4815325209,93.3049994932,11.4900132267,5.5636303595,4.5430795272,5.0141798696,4.4708238539,8.4291834709
Salt097,IRRI,2011,DS,R2,90.4683067733,101.4958637179,12.246809738,3.3516956921,6.4572052763,4.8100040006,4.5335014374,8.9332266297
Salt098,IRRI,2011,DS,R2,97.4011791943,96.4508300954,12.3002851365,4.5932382647,5.3521774258,4.3573579168,6.5535968441,7.7106340238
Salt099,IRRI,2011,DS,R2,111.3951731478,105.1041037492,10.1848099689,6.2311485081,5.5624426308,4.6244065063,5.0580238307,8.5572188528
Salt100,IRRI,2011,DS,R2,108.8756132027,100.2989199851,13.2553219013,6.4454193443,3.1629666179,5.0781009076,5.3162967679,8.6718466011
Salt101,IRRI,2011,DS,R2,89.7533078728,98.3374827896,11.1359647098,3.9051961783,3.2878121347,3.983555613,6.1042374173,6.1457819198
Salt102,IRRI,2011,DS,R2,102.9462495775,124.4332730231,12.1090768227,4.4691033866,4.0229098755,3.0164890301,5.0006759336,8.7217508881
Salt103,IRRI,2011,DS,R2,86.9868016759,105.0644140772,9.9747571493,3.922696731,6.1162907148,4.0743385945,6.8617376949,7.4798576314
Salt104,IRRI,2011,DS,R2,103.6002880433,106.197627994,10.849305561,3.9409046685,3.785872704,6.2454793775,5.8299234149,7.8077594103
Salt105,IRRI,2011,DS,R2,104.5032946049,98.2885867745,13.137891114,5.214110665,4.0203803461,5.4944925661,6.9147116208,6.7014484707
Salt106,IRRI,2011,DS,R2,73.81489967,87.0489438502,12.9247872166,4.9501358842,5.0621837928,4.852106072,5.1896759629,7.4409044381
Salt107,IRRI,2011,DS,R2,108.4962912432,93.6896577377,12.4714611193,5.6460579716,3.982508206,4.7815834554,5.4692956268,6.1983480681
Salt108,IRRI,2011,DS,R2,85.8318581996,101.1706414324,12.7246211574,5.8166424204,4.5051675253,4.4030401861,4.8334869554,8.688864242
Salt109,IRRI,2011,DS,R2,98.7046982353,95.6366233475,10.9322374459,5.4503811131,5.2396880637,5.0986638178,4.8264325148,7.487826149
Salt110,IRRI,2011,DS,R2,93.161197779,84.3036394728,13.4420871977,5.2474968741,3.8883124236,4.3346029771,5.464625284,8.598357868
Salt111,IRRI,2011,DS,R2,98.3938302082,122.4446486461,12.9393196367,4.9733786995,4.0190603754,6.2881785242,4.3523839437,7.6764590477
Salt112,IRRI,2011,DS,R2,119.0371689046,102.9190716401,12.2105843886,6.3996950561,5.342772488,5.2204661911,5.8258465747,9.7333795226
Salt113,IRRI,2011,DS,R2,104.5166494342,90.4700075359,11.4108883176,5.3454740962,5.3575569497,4.7449669397,6.4488041149,8.5235500131
Salt114,IRRI,2011,DS,R2,89.1723056777,89.2950240001,11.7802302694,4.3756851562,4.4684881551,3.2273789853,5.2859949585,7.1104236571
Salt115,IRRI,2011,DS,R2,101.6850648752,117.9050780801,14.3531071306,4.7068375114,4.1799880704,4.8801932114,3.5854674028,7.6304776917
Salt116,IRRI,2011,DS,R2,111.3055838643,105.6752562148,12.6617666134,7.2165611062,4.4360981599,6.1559877195,3.8834125518,8.2702066321
Salt117,IRRI,2011,DS,R2,96.9285158488,94.6167401696,12.6989314264,6.1694237725,5.1703667605,3.9895855355,2.3012806946,8.8152809469
Salt118,IRRI,2011,DS,R2,112.5804502502,108.1345706439,12.369628183,5.1160592484,4.7134612762,4.5251088997,4.6439354953,9.4128440755
Salt119,IRRI,2011,DS,R2,99.6483600127,91.7205629754,12.3804232771,5.1453539846,4.76736829,4.5196975525,4.8725299182,7.8860057039
Salt120,IRRI,2011,DS,R2,102.8359261642,110.6465376877,12.5164211276,5.3989229784,4.183158568,4.692080517,6.4603492347,7.1936912997
Salt121,IRRI,2011,DS,R2,94.2446043389,107.5644534057,12.4672668873,4.7566930196,5.3395406358,3.6637840725,3.4604840068,7.1926711501
Salt122,IRRI,2011,DS,R2,105.2643457168,88.4990374207,13.0282934786,5.2129452258,4.6163841873,4.4071391306,4.1731136354,8.4073850404
Salt123,IRRI,2011,DS,R2,96.879249996,110.3753419448,11.0993764236,4.6656270863,4.8476305508,3.2555087203,5.9239147529,8.1964765777
Salt124,IRRI,2011,DS,R2,108.3768411006,92.0669938156,11.9441344146,5.3541956799,4.8478632812,4.1327406617,3.7814923962,8.0633794672
Salt125,IRRI,2011,DS,R2,101.6880471308,91.8875980946,11.866874826,5.1412589692,5.537772042,5.1153261867,5.3856097817,8.4659826004
Salt126,IRRI,2011,DS,R2,104.4920792397,107.4816491936,11.2103095571,5.0291377056,4.6840140567,5.3275628463,3.8910599425,7.7925130779
Salt127,IRRI,2011,DS,R2,96.8779398505,96.5803378009,12.3669664327,5.8872677979,5.6518516314,7.582393328,3.8583595928,7.3579699975
Salt128,IRRI,2011,DS,R2,100.2391106685,100.8427941603,12.3719584797,6.5601114663,4.3114180905,3.4970313274,5.8354400782,9.7934668012
Salt129,IRRI,2011,DS,R2,96.6214631507,96.6033264912,11.3862728237,5.1871317537,4.388398022,4.1216513373,6.6677873844,7.2645963017
Salt130,IRRI,2011,DS,R2,96.9992527022,121.527618837,11.827495951,5.4124856178,5.5293349054,5.0510103646,4.2154122801,6.4898662176
Salt131,IRRI,2011,DS,R2,81.0120962933,107.5459525788,11.402603387,5.0543294078,5.0417102841,4.632209436,3.8326140729,8.6896256977
Salt132,IRRI,2011,DS,R2,78.4097748805,108.222848907,13.2177717356,5.5758798268,2.8085936824,4.8753149193,3.8627505593,8.9637340845
Salt133,IRRI,2011,DS,R2,88.5228764884,102.0302308439,11.5236462247,3.8545864978,5.1955075976,5.071883055,3.4946542741,7.0628829085
Salt134,IRRI,2011,DS,R2,126.7345122285,103.5750514948,10.8853154754,5.555862252,6.2816009471,7.3377479404,4.296839535,8.84719352
Salt135,IRRI,2011,DS,R2,99.7498316306,102.048948481,12.2010202639,7.2213820605,4.4803116013,3.0982360325,5.9614036581,8.7765656496
Salt136,IRRI,2011,DS,R2,111.7700661651,80.3384606856,11.8763917026,3.9947434349,4.220457889,6.6379730671,6.4558419266,8.5256369709
Salt137,IRRI,2011,DS,R2,110.285647308,97.3476072716,11.7296653746,3.5981191412,6.5871276781,5.5735199373,4.7470638358,10.0746576145
Salt138,IRRI,2011,DS,R2,122.1494709667,111.13339282,11.5510952007,3.6376895656,5.5655474603,4.8654518552,5.3069887321,9.1308111371
Salt139,IRRI,2011,DS,R2,89.567720522,87.3028900839,13.2591103872,6.7581093121,5.0546226234,5.3183643643,4.9678783684,9.1966345357
Salt140,IRRI,2011,DS,R2,118.2853474019,107.3726837635,11.1464916179,5.8586499647,5.3757973312,4.6285049292,6.1092946225,7.8139297755
Salt141,IRRI,2011,DS,R2,104.4270537794,87.0204881882,11.5015819971,3.837451916,6.4368849309,5.5215770792,7.1729220071,9.1216903763
Salt142,IRRI,2011,DS,R2,104.9820841094,102.9045729948,13.8414336367,4.9761501424,6.1149939053,5.139785515,6.5314655333,6.1627055698
Salt143,IRRI,2011,DS,R2,98.9245481106,100.4946963678,11.6962180452,6.8243616354,4.3614572101,7.1196088607,5.1475674343,6.7967026802
Salt144,IRRI,2011,DS,R2,107.2625393314,106.9380662854,11.8977806187,6.2039837582,4.1928546784,5.6435545586,7.2240216198,8.2307087846
Salt145,IRRI,2011,DS,R2,90.9626862988,91.5374930882,12.5139058074,4.5948597065,4.418973236,4.1939346316,4.6831188628,8.6768371378
Salt146,IRRI,2011,DS,R2,91.3152944782,108.8761086847,12.8376683876,3.4270574568,4.9814356541,5.5333212548,5.3644316252,7.0509121638
Salt147,IRRI,2011,DS,R2,96.896626896,113.1359931908,10.653094901,4.2272477876,3.7128753948,4.2943167676,6.6267040011,7.2446957266
Salt148,IRRI,2011,DS,R2,76.7028373876,92.2103270908,11.6281329027,6.1096377763,3.3127974129,7.0676342009,6.3761847768,8.865342448
Salt149,IRRI,2011,DS,R2,112.3143273791,101.7414166407,12.428790261,5.4379744906,3.8946727923,6.1578520722,7.1407596141,8.1844036193
Salt150,IRRI,2011,DS,R2,105.9665262448,112.1206779645,12.9092946176,4.4551133531,3.3180177477,3.4698886539,6.2624714249,10.2004109596
Salt151,IRRI,2011,DS,R2,93.0306164155,115.2871945565,12.728709558,4.2872322329,4.8440352788,4.987927639,4.4237523119,7.1993651179
Salt152,IRRI,2011,DS,R2,81.7782518043,118.7852842391,10.2822465416,5.7734679152,3.2034411912,4.7350970758,4.5382302597,7.3273775545
Salt153,IRRI,2011,DS,R2,107.2272983713,87.7833044381,12.7237584475,5.0902754319,2.0816012834,3.7068284211,5.0177547649,6.8633242526
Salt154,IRRI,2011,DS,R2,104.3630514268,100.3184062148,10.8157148537,4.7051345443,5.7511733045,4.9806342116,6.0083186546,7.6403414975
Salt155,IRRI,2011,DS,R2,107.9106397162,109.5179106606,13.7906362173,4.1249067148,5.7974681881,3.5085292765,5.2131065755,7.3630567779
Salt156,IRRI,2011,DS,R2,88.5993923079,103.4267989512,12.33434839,4.1905728928,6.9935311078,4.883753683,3.2483663052,7.4824686111
Salt157,IRRI,2011,DS,R2,105.1213924328,109.339034216,13.021686683,4.7835023285,4.1030470257,4.4128079915,4.831637308,7.425840621
Salt158,IRRI,2011,DS,R2,82.3743079038,112.1769849826,12.0589785471,8.2550930718,3.632939143,5.5752422573,5.949882588,8.5487481201
Salt159,IRRI,2011,DS,R2,107.0373890581,106.7948795168,12.0323453838,3.9766393729,5.2842493307,6.0572255284,4.4382512073,7.680433672
Salt160,IRRI,2011,DS,R2,96.1455286304,109.874111633,13.6131001531,4.075237695,3.6273079924,4.2137887319,5.972153263,8.5880199188
Salt161,IRRI,2011,DS,R2,113.6550976095,114.4788390941,13.2936804912,2.3880098752,5.1986297502,5.9958476844,3.4744159016,8.5033342325
Salt162,IRRI,2011,DS,R2,112.4968904096,111.5857364747,11.2913715714,6.4020278776,4.8891178235,5.6482783424,6.686640333,8.5435191224
Salt163,IRRI,2011,DS,R2,99.1710616213,105.3505648427,12.2034210953,3.7450953157,7.525309129,5.0753139711,5.4347797788,8.5558623828
Salt164,IRRI,2011,DS,R2,93.1218697497,103.6183143398,11.2145599854,3.6460007249,4.6582564098,4.6839880364,4.1838943593,7.2627449024
Salt165,IRRI,2011,DS,R2,91.1228778464,92.1712650255,13.2631905927,5.821739288,5.0600773579,5.63637133,5.0757652458,8.0167682445
Salt166,IRRI,2011,DS,R2,109.468154851,96.2349139703,12.1228612059,6.025901583,3.5345189337,5.0673672541,4.8803408502,9.4308385875
Salt167,IRRI,2011,DS,R2,113.0427936668,90.5229036941,11.4918277896,6.450998585,7.5309983726,6.1073148515,3.9835898712,8.610377165
Salt168,IRRI,2011,DS,R2,107.3894267213,93.1744013517,11.2177731156,3.4959920643,4.3833043856,2.7201525441,5.485168684,6.6835967931
Salt169,IRRI,2011,DS,R2,89.7119204411,102.7063176582,11.4542656699,4.5806653955,6.2116810419,7.0187772244,3.5293156133,7.6864612859
Salt170,IRRI,2011,DS,R2,94.5147393165,100.5189173373,13.1747523564,3.2663021081,4.5741869382,5.2979521869,5.4782040937,7.2653462212
Salt171,IRRI,2011,DS,R2,97.2684155741,109.7172295135,11.3218375826,6.7827773587,5.9001994428,6.970653899,5.623539585,8.1607522343
Salt172,IRRI,2011,DS,R2,80.9243452033,111.8263013537,11.1651514827,6.1243694735,3.3879312686,5.9668447607,5.1428882724,5.5762589482
Salt173,IRRI,2011,DS,R2,92.568956137,94.1097163971,12.7494064041,5.5939457952,5.8865229072,4.378773977,3.7968599159,7.8790654865
Salt174,IRRI,2011,DS,R2,100.6434603849,111.5416622697,11.083005035,4.7180258222,5.5231605049,6.1819000374,5.6113585924,8.3827419758
Salt175,IRRI,2011,DS,R2,95.9274946607,95.4716124775,12.7247417713,5.246758204,5.1340208087,4.6187638278,4.3970705171,7.1808435759
